,dealer_card1,delear_card2,player_card1,player_card2,unused_card,reward,action
14201,10,10,4,5,10,-1,0
14202,8,9,10,10,6,-1,0
14203,10,20,2,10,7,1,1
14204,4,10,8,10,3,1,1
14205,8,3,10,4,7,1,1
14206,4,10,9,2,20,-1,1
14207,3,5,20,10,10,-1,0
14208,3,20,10,5,11,1,1
14209,3,10,6,10,8,1,1
14210,10,10,2,7,10,-1,1
14211,20,8,5,3,10,1,1
14212,10,10,8,2,3,-1,1
14213,7,9,10,6,10,-1,0
14214,10,20,3,8,10,1,1
14215,8,3,10,11,10,1,1
14216,8,10,3,2,10,-1,0
14217,6,10,2,11,10,-1,1
14218,6,9,10,10,8,1,1
14219,10,10,10,8,10,-1,0
14220,10,10,6,10,5,1,0
14221,5,7,2,11,10,1,1
14222,3,10,20,7,5,-1,0
14223,8,4,6,9,10,1,1
14224,9,10,11,4,10,-1,0
14225,7,9,10,10,10,-1,0
14226,20,11,8,10,6,1,1
14227,3,10,10,4,10,-1,0
14228,10,11,3,10,8,-1,1
14229,5,8,2,10,11,-1,1
14230,5,3,4,7,11,1,1
14231,10,3,9,8,11,1,1
14232,4,20,9,10,10,1,1
14233,5,10,3,9,10,-1,1
14234,2,10,20,3,6,-1,0
14235,10,4,3,20,10,-1,1
14236,10,8,11,7,3,0,1
14237,10,10,20,6,5,-1,0
14238,6,7,11,9,10,-1,0
14239,2,9,6,10,20,-1,0
14240,8,6,2,3,5,-1,1
14241,10,11,10,5,2,-1,1
14242,5,10,9,20,6,-1,1
14243,10,2,4,7,8,1,0
14244,20,10,5,6,8,1,1
14245,10,5,3,10,6,1,0
14246,10,10,11,7,10,-1,1
14247,10,9,5,3,4,-1,0
14248,11,7,6,5,2,-1,0
14249,9,10,3,11,10,-1,1
14250,20,2,10,5,7,1,1
14251,6,7,8,20,10,-1,1
14252,4,11,9,2,20,-1,0
14253,7,3,2,10,9,1,1
14254,7,2,8,9,10,-1,0
14255,10,20,10,10,8,1,1
14256,20,8,11,10,9,1,1
14257,8,9,3,20,10,-1,1
14258,10,3,20,6,10,-1,0
14259,5,11,9,6,4,-1,1
14260,20,10,10,10,9,1,1
14261,11,20,8,9,3,1,0
14262,2,3,8,6,5,1,1
14263,11,8,10,4,10,-1,1
14264,2,8,6,10,10,-1,0
14265,2,8,6,3,5,-1,1
14266,3,4,10,5,10,-1,0
14267,7,8,2,3,5,-1,0
14268,10,10,11,6,10,-1,1
14269,10,7,6,9,5,1,0
14270,5,8,11,10,20,1,1
14271,4,5,10,10,3,-1,0
14272,20,6,4,10,3,1,1
14273,2,20,10,6,11,1,1
14274,11,10,7,10,10,-1,0
14275,10,20,3,10,8,1,0
14276,10,2,20,10,7,-1,0
14277,2,10,6,10,20,1,1
14278,3,10,10,6,9,1,1
14279,10,10,20,9,5,-1,0
14280,9,7,10,10,11,1,1
14281,10,4,11,20,8,-1,1
14282,8,4,10,9,20,-1,0
14283,7,10,4,11,5,1,0
14284,2,8,5,6,10,1,1
14285,11,10,9,2,10,0,0
14286,3,8,9,5,6,1,1
14287,20,3,11,8,10,0,0
14288,10,6,20,9,10,-1,1
14289,5,10,10,10,11,1,1
14290,10,20,3,10,6,1,1
14291,10,9,11,10,3,1,1
14292,8,2,10,9,10,1,1
14293,11,7,20,2,4,-1,0
14294,9,20,7,3,10,1,0
14295,5,2,20,7,10,-1,0
14296,10,5,10,2,11,-1,1
14297,8,6,3,10,11,-1,0
14298,20,8,7,9,4,1,0
14299,10,10,11,6,10,-1,0
14300,5,7,8,20,9,-1,0
14301,10,4,7,11,10,-1,0
14302,8,10,2,3,10,-1,1
14303,11,8,10,2,6,-1,1
14304,9,6,4,7,3,-1,1
14305,9,8,10,10,10,1,1
14306,8,4,11,3,10,1,1
14307,10,2,20,6,4,-1,0
14308,7,11,2,9,3,-1,1
14309,4,2,7,6,8,1,0
14310,11,10,6,10,8,-1,1
14311,5,10,2,8,10,-1,1
14312,2,10,20,10,4,-1,1
14313,7,10,20,10,3,-1,0
14314,11,8,10,20,10,-1,1
14315,10,10,6,9,7,-1,1
14316,2,10,20,10,6,-1,0
14317,6,3,10,9,10,1,1
14318,6,8,10,10,20,-1,0
14319,6,7,10,20,3,-1,0
14320,8,7,5,10,2,1,0
14321,10,11,9,5,7,0,0
14322,10,8,9,11,6,-1,0
14323,11,10,3,20,5,-1,0
14324,10,10,6,10,2,-1,0
14325,6,3,10,10,11,1,1
14326,9,2,5,7,4,1,0
14327,7,3,9,10,2,1,1
14328,10,10,10,6,2,-1,1
14329,10,4,7,10,3,1,0
14330,4,3,7,9,11,1,1
14331,6,11,10,4,5,1,0
14332,10,2,7,8,3,1,1
14333,3,5,10,7,9,-1,0
14334,7,11,10,10,20,1,1
14335,3,11,10,20,6,-1,1
14336,5,2,20,8,9,-1,1
14337,3,4,5,9,10,1,1
14338,10,11,6,4,2,-1,0
14339,7,10,3,4,5,-1,0
14340,20,9,10,3,2,1,1
14341,2,4,7,10,8,1,1
14342,7,2,6,11,9,1,1
14343,6,2,11,8,3,-1,0
14344,20,10,5,10,10,1,1
14345,5,4,10,9,2,1,1
14346,9,20,2,6,7,1,1
14347,3,6,2,9,10,1,0
14348,7,10,6,2,10,-1,1
14349,11,9,8,10,4,-1,1
14350,8,3,6,10,10,-1,0
14351,10,10,20,8,5,-1,1
14352,3,7,5,10,9,-1,0
14353,6,10,9,8,3,1,1
14354,2,20,4,10,10,1,1
14355,11,10,2,10,4,-1,1
14356,2,9,7,10,10,1,1
14357,11,9,3,10,5,-1,1
14358,3,10,20,11,6,-1,0
14359,4,6,10,7,3,1,1
14360,8,7,20,4,10,-1,1
14361,20,9,3,10,6,1,0
14362,6,20,2,10,11,0,0
14363,7,20,10,6,8,1,1
14364,11,6,4,7,8,-1,1
14365,7,10,6,4,10,-1,1
14366,2,7,5,10,10,-1,0
14367,3,9,4,7,10,-1,1
14368,5,6,9,2,7,0,1
14369,4,20,3,7,6,1,0
14370,9,4,2,8,10,-1,1
14371,6,10,5,11,4,1,0
14372,11,6,3,10,9,-1,1
14373,10,10,11,6,7,-1,1
14374,9,3,10,8,6,-1,0
14375,10,11,5,8,10,-1,0
14376,4,10,9,3,5,1,0
14377,20,11,10,9,4,1,1
14378,20,10,4,10,10,0,0
14379,10,10,7,10,5,-1,0
14380,10,10,20,5,10,-1,0
14381,4,10,6,5,10,1,0
14382,4,5,10,20,2,-1,1
14383,9,10,20,8,10,-1,0
14384,20,8,10,10,3,1,1
14385,3,2,8,9,10,-1,0
14386,8,20,10,11,6,1,1
14387,3,10,9,4,11,0,1
14388,10,2,10,5,10,-1,0
14389,2,10,9,8,11,-1,0
14390,4,10,20,7,9,-1,1
14391,8,11,6,9,10,-1,1
14392,7,2,6,8,20,-1,0
14393,10,9,7,2,4,-1,0
14394,4,20,2,7,3,1,0
14395,10,10,8,6,2,-1,0
14396,11,5,10,10,7,-1,0
14397,11,10,10,20,3,-1,1
14398,9,2,11,3,10,-1,0
14399,20,10,8,11,6,0,0
14400,6,10,5,10,2,-1,1
14401,2,20,8,5,10,0,0
14402,2,5,8,6,10,1,1
14403,6,10,9,2,20,-1,1
14404,10,10,4,20,10,-1,1
14405,5,6,20,4,3,-1,1
14406,8,9,4,10,10,-1,0
14407,3,10,7,10,8,1,1
14408,10,4,2,9,10,-1,1
14409,6,2,11,7,10,-1,0
14410,20,9,8,7,10,1,1
14411,7,10,6,10,10,-1,1
14412,6,2,8,4,10,-1,0
14413,11,6,5,3,8,-1,1
14414,11,8,6,10,2,-1,1
14415,20,3,9,2,10,1,0
14416,3,10,10,6,20,-1,0
14417,10,8,7,5,4,-1,0
14418,20,2,10,10,10,1,1
14419,2,6,3,8,10,1,1
14420,10,10,8,6,2,-1,1
14421,10,6,7,2,3,-1,0
14422,8,10,10,3,10,-1,1
14423,20,8,6,11,4,1,1
14424,8,9,5,10,10,-1,1
14425,8,6,10,7,2,1,1
14426,8,3,20,11,10,-1,1
14427,10,10,9,20,10,-1,0
14428,3,6,8,10,9,-1,0
14429,4,10,11,3,10,-1,0
14430,9,5,10,4,8,0,1
14431,10,3,4,8,6,1,0
14432,8,3,4,20,2,-1,1
14433,2,9,10,20,10,-1,0
14434,7,2,11,10,8,1,1
14435,3,11,10,2,7,1,0
14436,10,20,10,4,9,0,0
14437,10,9,11,20,2,-1,0
14438,10,6,10,4,2,0,0
14439,2,6,8,10,10,1,1
14440,10,3,20,8,2,-1,0
14441,8,20,10,9,3,1,1
14442,6,10,11,9,5,-1,0
14443,2,9,11,3,10,1,1
14444,8,6,9,7,10,1,1
14445,8,10,10,3,11,-1,0
14446,9,4,6,2,10,1,0
14447,11,10,4,3,7,-1,0
14448,10,9,10,10,11,-1,0
14449,7,5,8,10,10,-1,0
14450,10,20,9,4,7,1,0
14451,9,10,3,6,2,-1,1
14452,8,2,10,5,10,-1,0
14453,8,5,11,7,9,1,1
14454,6,11,4,3,5,-1,1
14455,6,8,2,11,5,1,0
14456,5,10,4,9,11,-1,1
14457,9,10,2,4,10,-1,1
14458,4,8,7,10,3,1,0
14459,2,4,10,3,10,1,1
14460,9,3,10,5,10,-1,0
14461,9,10,11,3,5,0,0
14462,3,20,7,10,8,1,1
14463,7,3,10,2,10,-1,0
14464,3,11,7,4,10,-1,1
14465,7,5,9,10,10,-1,0
14466,2,9,10,6,8,-1,0
14467,10,2,6,10,5,1,0
14468,9,7,10,10,20,1,1
14469,2,10,4,9,11,1,1
14470,10,9,11,5,8,-1,1
14471,20,10,6,10,9,1,1
14472,5,11,3,10,2,-1,0
14473,9,11,20,2,10,-1,0
14474,11,10,2,10,8,-1,1
14475,10,5,2,11,7,1,0
14476,10,10,2,10,8,0,0
14477,8,2,5,20,10,-1,1
14478,8,2,7,5,11,-1,0
14479,3,10,6,7,11,-1,0
14480,11,10,10,4,9,-1,0
14481,4,10,7,2,20,-1,0
14482,10,4,10,10,5,-1,0
14483,4,3,10,9,10,1,1
14484,8,10,10,10,11,1,1
14485,20,6,8,5,11,0,0
14486,7,10,20,10,4,-1,0
14487,7,20,9,6,10,1,1
14488,4,20,6,10,10,1,1
14489,10,9,10,20,11,-1,1
14490,4,6,3,20,8,-1,1
14491,11,2,4,6,5,1,0
14492,2,4,8,5,7,1,0
14493,7,10,10,10,20,-1,0
14494,10,8,4,7,10,-1,1
14495,5,8,10,20,2,-1,0
14496,10,10,9,7,10,-1,1
14497,10,10,5,9,10,-1,1
14498,10,2,10,10,3,1,1
14499,7,20,10,9,8,1,1
14500,10,10,5,7,10,-1,1
14501,3,10,9,10,7,1,1
14502,5,20,9,8,2,1,0
14503,7,4,20,6,9,-1,0
14504,10,7,20,11,3,-1,1
14505,10,4,7,11,9,-1,0
14506,20,10,7,11,10,0,0
14507,11,10,20,9,10,-1,0
14508,5,11,8,9,10,-1,0
14509,10,7,10,9,3,-1,0
14510,4,6,5,10,2,1,1
14511,7,10,6,4,9,-1,1
14512,20,10,8,10,9,0,0
14513,8,6,4,3,10,-1,1
14514,10,3,6,10,8,-1,0
14515,7,10,6,3,9,1,0
14516,20,10,11,8,2,1,1
14517,3,4,2,11,8,1,1
14518,10,10,7,20,3,-1,1
14519,9,10,3,10,10,-1,1
14520,4,5,2,7,10,1,0
14521,11,10,10,20,3,-1,1
14522,9,10,20,6,10,-1,0
14523,10,20,10,10,2,1,1
14524,10,10,5,8,6,-1,1
14525,10,11,3,10,10,-1,0
14526,20,4,9,7,8,0,0
14527,11,10,10,9,2,0,0
14528,20,11,10,7,10,1,1
14529,3,10,10,9,10,1,1
14530,9,7,5,20,11,-1,1
14531,20,10,10,6,8,0,0
14532,9,11,4,5,10,-1,1
14533,20,4,6,10,5,1,1
14534,7,8,5,4,9,-1,1
14535,3,6,7,9,10,-1,0
14536,3,6,2,10,8,1,1
14537,10,4,10,5,10,-1,0
14538,2,10,9,7,8,1,1
14539,9,10,8,11,5,0,1
14540,3,2,5,10,6,1,1
14541,4,10,10,3,2,1,0
14542,7,10,3,10,6,1,0
14543,9,10,10,2,20,-1,1
14544,3,10,8,9,7,1,1
14545,5,3,9,10,10,1,1
14546,11,20,8,10,7,1,1
14547,11,9,6,8,7,-1,1
14548,20,3,9,7,4,1,0
14549,6,10,7,20,3,-1,1
14550,11,8,10,10,6,-1,0
14551,7,2,10,5,10,1,1
14552,2,4,8,3,10,1,0
14553,2,4,6,10,10,1,1
14554,10,20,6,4,7,1,1
14555,2,11,10,20,9,-1,1
14556,8,10,10,6,2,0,0
14557,2,10,4,5,9,1,0
14558,10,7,4,10,2,-1,0
14559,6,10,2,10,10,-1,1
14560,20,9,3,6,7,1,1
14561,5,11,2,10,10,-1,1
14562,7,2,6,8,10,1,1
14563,10,5,20,9,10,-1,0
14564,8,10,10,11,20,1,1
14565,11,7,6,10,4,-1,1
14566,2,9,8,4,10,1,1
14567,10,11,7,8,9,-1,0
14568,10,10,7,20,10,-1,0
14569,9,8,4,10,6,1,0
14570,10,5,8,4,7,1,0
14571,2,10,10,11,3,1,1
14572,10,6,20,3,10,-1,1
14573,10,10,6,11,10,-1,1
14574,10,11,6,9,5,-1,1
14575,8,4,3,11,6,1,0
14576,4,8,2,10,3,1,0
14577,11,3,7,10,20,1,1
14578,20,9,6,10,10,1,1
14579,9,10,10,2,10,-1,0
14580,10,20,6,9,4,1,0
14581,11,10,4,10,7,-1,1
14582,4,20,8,10,11,1,1
14583,3,10,11,10,10,1,1
14584,10,2,20,4,10,-1,1
14585,3,10,11,6,9,1,1
14586,20,9,5,10,10,0,0
14587,9,10,3,10,4,-1,0
14588,7,10,3,6,4,-1,1
14589,3,10,20,10,11,-1,1
14590,5,7,6,3,10,-1,1
14591,4,10,3,5,7,1,0
14592,10,10,5,8,4,-1,1
14593,11,10,5,10,7,-1,1
14594,6,10,9,10,10,-1,0
14595,7,6,11,4,20,-1,0
14596,3,10,2,11,9,0,1
14597,5,7,20,10,2,-1,1
14598,5,11,10,9,3,1,1
14599,5,4,10,3,10,1,1
14600,10,10,8,7,3,-1,0
14601,10,11,5,10,20,-1,1
14602,2,5,10,8,7,-1,0
14603,9,20,10,4,10,0,0
14604,5,10,6,7,3,1,0
14605,10,2,6,5,11,-1,0
14606,10,6,8,20,11,-1,1
14607,7,11,2,5,6,-1,1
14608,8,3,7,10,2,1,1
14609,3,10,5,4,9,-1,1
14610,6,10,8,2,10,-1,1
14611,9,10,6,11,5,-1,1
14612,20,3,11,2,6,1,1
14613,10,10,2,4,5,-1,1
14614,8,10,10,5,11,-1,1
14615,9,3,5,20,4,-1,1
14616,6,3,9,10,10,-1,0
14617,11,3,6,10,2,1,0
14618,10,11,6,7,20,-1,1
14619,8,10,10,9,4,1,1
14620,10,6,8,2,11,-1,1
14621,2,8,7,10,3,1,0
14622,5,9,10,11,10,1,1
14623,10,8,3,7,2,-1,1
14624,8,7,10,10,20,1,1
14625,20,5,4,7,10,1,1
14626,10,3,9,11,6,-1,0
14627,11,7,9,10,20,1,1
14628,4,6,3,20,5,-1,0
14629,3,4,6,10,11,1,1
14630,7,20,10,3,10,1,1
14631,3,2,10,10,7,1,1
14632,11,10,10,2,5,-1,1
14633,10,20,11,10,10,1,1
14634,11,5,20,9,6,-1,1
14635,10,6,5,2,4,-1,1
14636,10,5,10,3,6,1,0
14637,10,10,11,2,10,-1,1
14638,10,8,10,10,7,1,1
14639,10,6,3,9,20,-1,1
14640,10,6,4,7,10,1,0
14641,6,3,10,10,10,-1,0
14642,6,2,7,8,11,1,1
14643,9,7,11,6,10,-1,0
14644,10,6,3,2,10,-1,0
14645,9,10,10,2,10,-1,1
14646,2,10,10,10,7,1,1
14647,8,3,7,5,10,-1,0
14648,2,11,20,9,7,-1,1
14649,10,3,10,20,7,-1,0
14650,10,2,9,10,10,-1,0
14651,4,6,2,10,3,1,1
14652,11,3,9,4,20,-1,0
14653,10,5,2,4,20,-1,0
14654,5,20,10,7,3,1,1
14655,9,3,10,8,7,1,1
14656,2,4,6,3,10,1,1
14657,9,8,4,11,2,-1,1
14658,10,9,4,10,10,-1,0
14659,3,4,10,6,9,-1,0
14660,6,9,20,10,10,-1,0
14661,3,9,7,8,10,-1,0
14662,10,4,5,10,11,1,1
14663,5,9,10,4,11,0,1
14664,20,10,5,2,11,1,1
14665,11,6,10,5,4,-1,1
14666,10,2,8,7,20,1,1
14667,4,8,11,10,20,1,1
14668,7,20,6,11,9,0,0
14669,10,20,6,7,4,1,1
14670,6,2,5,10,10,-1,0
14671,5,7,10,10,10,1,1
14672,3,10,8,4,10,-1,1
14673,8,10,11,7,3,0,1
14674,20,11,9,10,7,0,0
14675,2,10,6,4,10,-1,1
14676,10,10,5,10,4,-1,1
14677,2,20,5,7,8,1,0
14678,6,3,20,10,2,-1,0
14679,10,7,11,6,10,0,1
14680,4,6,5,20,8,-1,1
14681,10,10,7,10,20,-1,0
14682,10,9,20,3,8,-1,1
14683,5,11,8,10,6,-1,0
14684,6,10,3,4,7,-1,0
14685,10,9,20,10,7,-1,0
14686,5,7,8,11,10,1,1
14687,10,2,10,10,6,-1,0
14688,10,3,10,2,10,-1,0
14689,3,5,10,7,10,1,1
14690,10,10,10,2,11,-1,1
14691,6,5,2,10,3,1,1
14692,10,4,20,9,10,-1,0
14693,10,20,11,9,10,1,1
14694,8,10,3,7,20,-1,0
14695,7,10,10,2,3,-1,0
14696,4,6,8,7,20,-1,0
14697,6,3,10,4,11,1,1
14698,10,4,9,3,10,-1,0
14699,4,5,11,10,10,1,1
14700,2,10,10,10,3,1,1
14701,7,10,4,8,5,-1,1
14702,7,10,8,6,4,1,0
14703,7,8,5,10,4,0,1
14704,7,10,5,3,20,-1,1
14705,10,10,5,10,7,-1,1
14706,9,7,6,10,2,1,0
14707,4,7,5,3,10,-1,1
14708,6,7,20,4,10,-1,0
14709,5,10,7,10,6,-1,0
14710,4,2,10,5,20,-1,0
14711,11,10,9,10,20,-1,0
14712,7,11,3,10,2,-1,0
14713,10,7,20,10,6,-1,1
14714,6,3,11,8,10,1,1
14715,6,10,2,3,9,-1,0
14716,11,10,10,10,3,-1,1
14717,4,9,10,3,10,-1,0
14718,10,10,11,4,3,-1,0
14719,5,10,8,3,11,-1,0
14720,3,4,10,5,8,-1,0
14721,10,10,10,8,7,-1,0
14722,6,10,7,5,10,-1,1
14723,10,20,5,10,4,1,1
14724,6,10,5,9,8,-1,0
14725,8,7,10,10,11,1,1
14726,2,9,10,5,10,1,1
14727,4,11,8,10,10,-1,0
14728,3,20,9,8,4,1,1
14729,8,10,2,7,10,-1,1
14730,4,10,2,9,3,-1,1
14731,2,10,10,11,10,1,1
14732,10,3,20,5,10,-1,1
14733,4,11,8,3,9,-1,1
14734,6,10,3,20,2,-1,0
14735,10,4,9,2,7,-1,1
14736,10,10,11,6,2,-1,0
14737,9,20,3,2,10,1,0
14738,6,10,2,10,10,-1,0
14739,7,3,10,10,10,1,1
14740,5,3,10,11,4,1,1
14741,7,11,6,10,5,-1,1
14742,4,2,20,10,8,-1,0
14743,5,3,2,20,11,-1,1
14744,20,10,11,3,4,1,1
14745,10,10,9,3,6,-1,1
14746,11,2,8,9,5,1,1
14747,6,3,8,10,5,1,1
14748,10,2,3,11,10,-1,0
14749,10,10,10,20,5,-1,1
14750,6,9,8,11,10,-1,0
14751,9,2,10,6,10,1,1
14752,10,4,5,2,11,-1,1
14753,10,4,20,11,2,-1,1
14754,10,3,7,8,11,1,1
14755,10,6,10,2,4,0,0
14756,7,3,8,20,9,-1,1
14757,10,10,2,8,7,-1,0
14758,10,10,20,3,2,-1,0
14759,3,6,7,9,20,1,1
14760,10,20,10,2,8,1,0
14761,11,20,8,2,10,1,0
14762,9,6,7,5,20,-1,1
14763,5,9,10,7,10,1,1
14764,10,10,3,9,11,-1,0
14765,10,7,6,3,5,-1,0
14766,4,20,10,8,10,0,0
14767,7,10,10,6,10,-1,0
14768,20,8,10,5,11,1,1
14769,10,2,8,7,20,-1,0
14770,4,10,6,10,20,-1,0
14771,20,10,7,10,6,0,0
14772,3,6,10,11,10,1,1
14773,10,11,10,2,3,-1,1
14774,11,20,3,10,5,1,1
14775,8,20,9,3,4,1,0
14776,11,10,6,10,8,-1,1
14777,11,10,4,3,8,-1,1
14778,10,7,10,6,3,-1,1
14779,10,9,10,10,8,1,1
14780,4,10,3,2,5,-1,0
14781,8,7,2,3,4,-1,0
14782,5,2,10,11,4,1,1
14783,2,10,10,4,3,1,1
14784,10,10,3,6,2,-1,1
14785,3,11,10,8,10,1,1
14786,10,20,6,7,3,1,0
14787,11,6,10,9,3,-1,0
14788,10,4,2,5,8,-1,1
14789,4,9,3,8,2,0,0
14790,10,4,3,10,5,-1,1
14791,3,7,10,20,9,-1,0
14792,10,9,6,4,10,-1,1
14793,11,20,7,5,2,1,1
14794,5,9,10,6,20,1,1
14795,8,10,7,20,2,-1,1
14796,8,7,4,20,2,-1,0
14797,2,8,11,10,5,1,1
14798,7,6,20,9,10,-1,0
14799,4,3,8,10,11,1,1
14800,9,2,10,3,8,1,0
14801,2,8,9,4,10,1,1
14802,8,11,10,20,10,-1,0
14803,10,10,7,10,6,-1,0
14804,9,10,2,10,20,-1,0
14805,10,8,6,3,2,-1,0
14806,8,10,4,6,7,-1,0
14807,10,3,8,6,5,1,0
14808,20,3,5,6,10,1,1
14809,10,2,6,10,9,1,1
14810,20,4,10,5,9,0,0
14811,5,3,10,10,10,1,1
14812,4,8,11,3,2,1,0
14813,4,11,6,10,10,1,1
14814,10,5,2,8,10,-1,1
14815,7,4,11,2,10,1,1
14816,8,10,20,9,3,-1,0
14817,7,10,11,20,9,-1,1
14818,8,7,11,10,2,1,1
14819,10,11,10,10,9,-1,0
14820,8,2,11,10,10,1,1
14821,11,10,7,5,10,-1,0
14822,3,8,9,7,10,1,1
14823,10,9,2,4,10,-1,0
14824,20,10,4,2,6,1,1
14825,4,10,10,6,10,1,1
14826,4,3,2,9,11,-1,0
14827,4,3,10,10,2,1,1
14828,6,9,7,10,4,1,0
14829,4,10,10,20,6,-1,0
14830,7,9,20,10,11,-1,0
14831,3,6,10,4,9,1,1
14832,11,10,2,3,10,-1,1
14833,10,20,2,10,5,1,0
14834,11,9,7,10,10,-1,1
14835,4,11,5,10,7,0,1
14836,8,4,5,10,7,-1,0
14837,4,10,11,3,6,1,0
14838,20,10,5,10,10,1,1
14839,10,2,6,7,5,1,1
14840,9,4,5,11,10,1,1
14841,20,8,3,5,10,1,1
14842,10,11,10,2,10,-1,1
14843,5,10,7,10,6,1,1
14844,10,11,4,5,20,-1,0
14845,5,9,11,8,4,1,1
14846,8,20,2,11,10,0,0
14847,20,2,6,4,7,1,1
14848,10,6,3,2,5,-1,1
14849,10,10,11,10,4,1,1
14850,5,2,4,8,11,-1,0
14851,10,20,8,10,11,1,1
14852,10,10,4,6,11,1,0
14853,9,4,10,3,10,0,1
14854,6,20,5,10,9,0,0
14855,9,11,10,6,10,-1,0
14856,6,5,10,11,10,1,1
14857,4,10,8,6,3,0,1
14858,9,5,10,20,11,-1,0
14859,2,7,5,6,10,1,1
14860,3,10,10,11,10,1,1
14861,10,3,2,11,6,0,1
14862,7,11,6,10,10,-1,0
14863,6,4,11,10,20,1,1
14864,7,10,9,10,11,1,1
14865,2,10,11,4,3,1,0
14866,3,9,4,10,11,1,1
14867,10,10,6,4,8,-1,0
14868,10,3,20,10,9,-1,0
14869,10,4,8,3,10,1,0
14870,10,7,6,5,4,-1,0
14871,3,10,7,10,20,1,1
14872,10,20,6,2,10,1,1
14873,4,8,5,11,20,1,1
14874,4,8,9,5,20,1,1
14875,20,2,10,10,10,1,1
14876,9,10,7,4,8,0,0
14877,6,10,5,2,10,1,0
14878,3,7,9,4,10,-1,0
14879,4,7,10,10,9,-1,0
14880,10,10,2,3,6,-1,1
14881,5,11,10,10,20,1,1
14882,6,20,10,11,10,1,1
14883,5,6,4,10,10,1,1
14884,20,3,4,7,11,0,0
14885,10,11,10,2,7,-1,0
14886,8,10,5,10,11,-1,1
14887,7,9,3,10,11,-1,0
14888,10,2,5,8,3,1,0
14889,4,10,3,7,10,-1,1
14890,2,4,10,3,6,1,1
14891,10,11,7,10,9,-1,0
14892,10,7,2,20,11,-1,1
14893,4,10,2,7,10,-1,1
14894,11,4,3,10,8,1,0
14895,20,10,4,10,5,1,0
14896,10,10,4,2,10,-1,0
14897,10,11,8,10,2,-1,0
14898,9,10,10,8,11,-1,0
14899,5,7,20,9,10,-1,0
14900,10,6,11,20,2,-1,0
14901,11,6,10,8,2,1,1
14902,10,8,6,20,2,-1,1
14903,5,8,20,11,10,-1,0
14904,3,10,11,8,5,-1,0
14905,20,11,10,5,3,1,0
14906,9,10,3,10,7,1,0
14907,10,20,5,7,3,1,0
14908,2,7,20,5,10,-1,0
14909,6,3,8,10,9,-1,0
14910,3,10,7,10,20,-1,0
14911,10,9,10,10,2,1,1
14912,4,2,10,10,7,1,1
14913,3,10,5,7,10,-1,1
14914,5,6,8,2,10,-1,1
14915,10,10,6,20,11,-1,0
14916,7,10,9,2,4,-1,0
14917,10,10,4,20,10,-1,1
14918,10,7,10,6,11,-1,1
14919,3,5,7,11,2,1,1
14920,7,20,11,5,8,1,1
14921,10,9,5,4,11,1,0
14922,5,20,11,10,8,1,1
14923,10,10,10,9,8,-1,1
14924,6,4,10,10,9,1,1
14925,7,5,3,8,4,-1,1
14926,3,10,7,10,10,-1,0
14927,10,9,10,11,10,1,1
14928,4,20,8,2,11,1,0
14929,11,10,8,3,10,0,0
14930,10,4,10,9,5,-1,0
14931,7,8,11,5,10,-1,0
14932,20,4,10,7,6,1,1
14933,4,3,10,8,20,1,1
14934,10,10,6,2,3,-1,0
14935,10,9,10,4,10,-1,1
14936,2,6,4,10,10,-1,0
14937,5,10,2,11,10,-1,0
14938,3,20,5,11,7,0,0
14939,2,5,20,9,11,-1,0
14940,11,10,7,9,2,-1,1
14941,4,3,10,2,10,-1,0
14942,10,9,10,4,8,-1,0
14943,7,9,10,2,5,-1,1
14944,7,9,10,10,20,-1,0
14945,3,10,10,11,9,1,1
14946,5,10,10,20,8,-1,1
14947,5,2,10,10,9,-1,0
14948,10,7,6,4,9,1,0
14949,10,6,7,11,4,1,1
14950,6,4,10,2,11,-1,0
14951,6,7,4,3,10,-1,1
14952,20,8,10,3,9,1,1
14953,7,4,5,11,3,1,1
14954,10,11,10,8,6,-1,1
14955,2,7,8,10,4,-1,0
14956,11,2,9,6,8,-1,0
14957,20,10,3,6,7,1,1
14958,7,10,4,10,9,-1,1
14959,5,8,10,10,10,1,1
14960,3,5,6,10,10,1,1
14961,10,10,6,7,9,-1,1
14962,10,9,8,20,11,-1,0
14963,10,5,2,9,10,-1,1
14964,10,3,8,9,5,1,1
14965,3,2,20,5,9,-1,1
14966,11,9,2,10,6,-1,1
14967,10,7,11,10,10,1,1
14968,3,2,10,20,10,-1,0
14969,7,9,20,10,11,-1,1
14970,5,2,6,10,9,-1,0
14971,10,2,10,6,10,-1,0
14972,7,10,3,20,10,-1,1
14973,4,2,10,8,10,-1,0
14974,5,8,20,6,4,-1,0
14975,11,3,20,8,7,-1,1
14976,8,10,10,5,10,-1,1
14977,2,20,6,10,7,1,1
14978,10,11,2,10,10,-1,0
14979,10,10,10,20,2,-1,0
14980,20,9,10,3,10,1,1
14981,6,20,3,2,10,1,0
14982,10,7,11,10,4,1,1
14983,8,20,10,9,7,1,1
14984,10,3,10,6,10,-1,0
14985,10,10,8,20,10,-1,0
14986,10,10,10,20,10,-1,0
14987,10,9,5,8,10,-1,1
14988,8,20,11,10,7,1,1
14989,6,20,11,10,8,1,1
14990,8,7,11,5,3,1,0
14991,10,6,11,20,9,-1,1
14992,7,4,10,9,10,1,1
14993,10,3,10,6,9,-1,0
14994,20,7,9,4,5,1,0
14995,8,2,3,10,6,1,0
